Name,Subject,PS,Year,WS,URL,,,,
A4185,MS&E,University of Science and Technology of China,2014,Dalian University of Technology,http://faculty.dlut.edu.cn/2014011233/zh_CN/index.htm,,,,
A4186,MS&E,University of Science and Technology of China,2016,University of Science and Technology of China,http://bs.ustc.edu.cn/chinese/profile-379.html,,,,
A4187,MS&E,University of Science and Technology of China,2011,University of Science and Technology of China,http://bs.ustc.edu.cn/chinese/profile-381.html,,,,
A4188,MS&E,University of Science and Technology of China,2015,University of Science and Technology of China,http://bs.ustc.edu.cn/chinese/profile-305.html,,,,
A4189,MS&E,University of Science and Technology of China,2011,Tongji University,https://sem.tongji.edu.cn/semch/15373.html,,,,
A4190,MS&E,University of Science and Technology of China,2017,Hefei University of Technology,,,,,
A4191,MS&E,University of Science and Technology of China,2018,Hefei University of Technology,,,,,
A4192,MS&E,University of Science and Technology of China,2009,Nanjing University of Aeronautics and Astronautics,,,,,
A4193,MS&E,University of Science and Technology of China,2013,Zhejiang University,,,,,
A4194,MS&E,University of Science and Technology of China,2018,Central South University,,,,,
A4195,MS&E,University of Science and Technology of China,2018,Central South University,,,,,
A4196,MS&E,University of Science and Technology of China,2009,Southeast University,,,,,
A4197,MS&E,University of Science and Technology of China,2009,Chongqing University,,,,,
A4198,MS&E,University of Science and Technology of China,,Anhui University of Technology,https://ggxy.ahut.edu.cn/szdw/jsbs.htm,,,,
A4199,MS&E,University of Science and Technology of China,2011,Anhui University of Technology,https://ggxy.ahut.edu.cn/szdw/jsbs.htm,,,,
A4200,MS&E,University of Science and Technology of China,2021,Jiangnan University,http://busi.jiangnan.edu.cn/info/1046/11820.htm,,,,
A4201,MS&E,University of Science and Technology of China,2006,Jiangnan University,http://busi.jiangnan.edu.cn/info/1046/2346.htm,,,,
A4202,MS&E,University of Science and Technology of China,2018,Zhejiang University of Technology,http://www.som.zjut.edu.cn/jsp/teacher.jsp?wcId=137&teacherId=05646,,,,
A4203,MS&E,University of Science and Technology of China,2009,Guizhou University,http://mc.gzu.edu.cn/2414/list.htm,,,,
A4204,MS&E,University of Science and Technology of China,2007,Zhejiang Gongshang University,https://sme.zjgsu.edu.cn/2020/0930/c2082a69043/page.htm,,,,
A4205,MS&E,University of Science and Technology of China,2013,Beijing University of Posts and Telecommunications,https://teacher.bupt.edu.cn/wangzhangfeng/zh_CN/index.htm,,,,
A4206,MS&E,University of Science and Technology of China,2012,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226500/page.htm,,,,
A4207,MS&E,University of Science and Technology of China,2017,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226448/page.htm,,,,
A4208,MS&E,University of Science and Technology of China,2019,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226312/page.htm,,,,
A4209,MS&E,University of Science and Technology of China,2008,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/ZhangBin,,,,
A4210,MS&E,University of Science and Technology of China,2015,Shenzhen University,https://ma.szu.edu.cn/szll1/axx/glkxx/yc.htm,,,,
A4211,MS&E,University of Science and Technology of China,2016,Shenzhen University,https://ma.szu.edu.cn/szll1/axx/glkxx/dgw.htm,,,,
A4212,MS&E,University of Science and Technology of China,2006,Central University of Finance and Economics,http://mse.cufe.edu.cn//info/1017/1406.htm,,,,
A4213,MS&E,University of Science and Technology of China,2007,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-44.html,,,,
A4214,MS&E,University of Science and Technology of China,2003,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-48.html,,,,
A4215,MS&E,University of Science and Technology of China,2014,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-290.html,,,,
A4216,MS&E,University of Science and Technology of China,2008,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-70.html,,,,
A4217,MS&E,University of Science and Technology of China,2018,Tianjin University,http://come.tju.edu.cn/info/1089/3759.htm,,,,
A4218,MS&E,University of Science and Technology of China,2015,Beijing Institute of Technology,https://sme.bit.edu.cn/gbszdw/gbjxzy/gbsglgcx/b178493.htm,,,,
A4219,MS&E,University of Science and Technology of China,2000,Zhejiang University,https://person.zju.edu.cn/zshua,,,,
A4220,MS&E,University of Science and Technology of China,2016,Hohai University,https://hhbs.hhu.edu.cn/2021/1020/c6732a229708/page.htm,,,,
A4221,BA,University of Science and Technology of China,2020,Jiangsu University of Science and Technology,http://mypage.just.edu.cn/jjgl/ljt/list.htm,,,,
A4222,BA,University of Science and Technology of China,2006,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9868.htm,,,,
A4223,BA,University of Science and Technology of China,2015,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9757.htm,,,,
A4224,BA,University of Science and Technology of China,2015,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/WuJi,,,,
A4225,BA,University of Science and Technology of China,,Shanghai Jiao Tong University,https://www.acem.sjtu.edu.cn/faculty/shuhaibing.html,,,,
A4226,BA,University of Science and Technology of China,2016,Chongqing University,http://faculty.cqu.edu.cn/MinyueJin/zh_CN/index.htm,,,,
A4227,BA,University of Science and Technology of China,2006,Zhejiang University,https://person.zju.edu.cn/xyxu,,,,
A4228,BA,University of Science and Technology of China,2019,Hunan University,http://grjl.hnu.edu.cn/p/492B31DF2E0AEED8BA0A48D62B17C84F?tdsourcetag=s_pcqq_aiomsg,,,,
A4229,BA,University of Science and Technology of China,2004,Central University of Finance and Economics,http://mse.cufe.edu.cn//info/1534/5838.htm,,,,
A4230,BA,University of Science and Technology of China,2011,Hohai University,https://hhbs.hhu.edu.cn/_t376/2014/1015/c6732a109274/page.htm,,,,
A4231,BA,University of Science and Technology of China,2014,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1075/4020.htm,,,,
A4232,BA,University of Science and Technology of China,2012,Nanjing Tech University,http://jgy.njtech.edu.cn/info/1021/2150.htm,,,,
A4233,BA,University of Science and Technology of China,2006,Anhui University,http://man.ahu.edu.cn/2021/0507/c14375a258707/page.htm,,,,
A4234,BA,University of Science and Technology of China,2014,Anhui University,http://man.ahu.edu.cn/2021/0507/c14375a258710/page.htm,,,,
A4235,BA,University of Science and Technology of China,2012,Anhui University,http://man.ahu.edu.cn/2021/0507/c14375a258718/page.htm,,,,
A4236,BA,University of Science and Technology of China,2000,Anhui University,http://man.ahu.edu.cn/2020/0312/c14375a230251/page.htm,,,,
A4237,BA,University of Science and Technology of China,2009,Anhui University,http://man.ahu.edu.cn/2020/0312/c14379a230268/page.htm,,,,
A4238,BA,University of Science and Technology of China,,Anhui University,http://man.ahu.edu.cn/2021/0507/c14379a258730/page.htm,,,,
A4239,BA,University of Science and Technology of China,2021,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-1862.html,,,,
A4240,BA,University of Science and Technology of China,2021,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-1857.html,,,,
A4241,BA,University of Science and Technology of China,2021,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-1860.html,,,,
A4242,BA,University of Science and Technology of China,2021,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-1861.html,,,,
A4243,BA,University of Science and Technology of China,2018,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-1898.html,,,,
A4244,BA,University of Science and Technology of China,2015,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-457.html,,,,
A4245,BA,University of Science and Technology of China,2013,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-157.html,,,,
A4246,BA,University of Science and Technology of China,2012,University of Science and Technology of China,https://bs.ustc.edu.cn/chinese/profile-22.html,,,,
A4247,BA,University of Science and Technology of China,2021,Shanghai University,https://ms.shu.edu.cn/info/1258/15229.htm,,,,
A4248,BA,University of Science and Technology of China,2016,Shanghai University,https://ms.shu.edu.cn/info/1257/15055.htm,,,,
A4249,BA,University of Science and Technology of China,2003,Ocean University of China,http://ibs.ouc.edu.cn/2021/0114/c20873a312467/page.htm,,,,
A4250,MS&E,University of Science and Technology of China,2007,Zhejiang Gongshang University,2022-5-68 from李爽,,,,
A4251,MS&E,University of Science and Technology of China,2007,University of Science and Technology of China,2022-5-69 from李爽,,,,
A4252,MS&E,University of Science and Technology of China,2007,University of Science and Technology of China,2022-5-70 from李爽,,,,
A4253,MS&E,University of Science and Technology of China,2007,Anhui Polytechnic University,2022-5-71 from李爽,,,,
A4254,MS&E,University of Science and Technology of China,2007,Hefei University of Technology,2022-5-72 from李爽,,,,
A4255,MS&E,University of Science and Technology of China,2007,North China Electric Power University,2022-5-73 from李爽,,,,
A4256,MS&E,University of Science and Technology of China,2006,University of Science and Technology of China,2022-5-74 from李爽,,,,
A4257,MS&E,University of Science and Technology of China,2006,Anhui Normal University,2022-5-75 from李爽,,,,
A4258,MS&E,University of Science and Technology of China,2006,University of Science and Technology of China,2022-5-76 from李爽,,,,
A4259,MS&E,University of Science and Technology of China,2006,Zhejiang University,2022-5-77 from李爽,,,,
A4260,MS&E,University of Science and Technology of China,2006,Shanghai University,2022-5-78 from李爽,,,,
A4261,MS&E,University of Science and Technology of China,2006,University of Science and Technology of China,2022-5-80 from李爽,,,,
A4262,MS&E,University of Science and Technology of China,2006,University of Science and Technology of China,2022-5-81 from李爽,,,,
A4263,MS&E,University of Science and Technology of China,2006,Beijing Normal University,2022-5-82 from李爽,,,,
A4264,MS&E,University of Science and Technology of China,2006,Jiangnan University,2022-5-83 from李爽,,,,
A4265,MS&E,University of Science and Technology of China,2005,Changsha University of Science  and  Technology,2022-5-84 from李爽,,,,
A4266,MS&E,University of Science and Technology of China,2003,University of Science and Technology of China,2022-5-85 from李爽,,,,
A4267,MS&E,University of Shanghai for Science and Technology,2007,Anhui University of Technology,https://ggxy.ahut.edu.cn/szdw/jsbs.htm,,,,
A4268,MS&E,University of Shanghai for Science and Technology,2012,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226342/page.htm,,,,
A4269,MS&E,University of Shanghai for Science and Technology,2012,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226464/page.htm,,,,
A4270,MS&E,University of Shanghai for Science and Technology,,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226784/page.htm,,,,
A4271,MS&E,University of Shanghai for Science and Technology,,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226783/page.htm,,,,
A4272,MS&E,University of Shanghai for Science and Technology,,University of Shanghai for Science and Technology,https://bs.usst.edu.cn/2020/0630/c10586a226434/page.htm,,,,
A4273,MS&E,University of Shanghai for Science and Technology,2006,Shanghai Maritime University,https://sem.shmtu.edu.cn/2020/1126/c5332a35231/page.htm,,,,
A4274,BA,University of Shanghai for Science and Technology,2020,Zhengzhou University of Aeronautics,http://sxy.zua.edu.cn/info/1264/5589.htm,,,,
A4275,BA,University of Shanghai for Science and Technology,2012,Shanghai University,https://ms.shu.edu.cn/info/1257/15019.htm,,,,
A4276,MS&E,Wuhan University,2005,Fudan University,https://www.fdsm.fudan.edu.cn/AboutUs/preview.html?uid=012090,,,,
A4277,MS&E,Wuhan University,2007,Wuhan University,http://ems.whu.edu.cn/info/1720/10886.htm,,,,
A4278,MS&E,Wuhan University,2009,Wuhan University,http://ems.whu.edu.cn/info/1722/10884.htm,,,,
A4279,MS&E,Wuhan University,2006,Wuhan University,http://ems.whu.edu.cn/info/1718/10646.htm,,,,
A4280,MS&E,Wuhan University,2007,Wuhan University,http://ems.whu.edu.cn/info/1720/10895.htm,,,,
A4281,MS&E,Wuhan University,2011,Central South University,http://bsoa.csu.edu.cn/blog/content2?name=%E5%91%A8%E9%9B%84%E4%BC%9F,,,,
A4282,MS&E,Wuhan University,,University of Electronic Science and Technology of China,,,,,
A4283,MS&E,Wuhan University,,Wuhan Textile University,https://em.wtu.edu.cn/info/1152/3040.htm,,,,
A4284,MS&E,Wuhan University,,Wuhan Textile University,https://em.wtu.edu.cn/info/1013/3080.htm,,,,
A4285,MS&E,Wuhan University,2008,Wuhan Textile University,https://em.wtu.edu.cn/info/1153/3056.htm,,,,
A4286,MS&E,Wuhan University,2010,Guizhou University,http://mc.gzu.edu.cn/2415/list.htm,,,,
A4287,MS&E,Wuhan University,2016,China Three Gorges University,https://jg.ctgu.edu.cn/info/1173/1289.htm,,,,
A4288,MS&E,Wuhan University,2011,China Three Gorges University,https://jg.ctgu.edu.cn/info/1174/1298.htm,,,,
A4289,MS&E,Wuhan University,2013,China Three Gorges University,https://jg.ctgu.edu.cn/info/1174/1293.htm,,,,
A4290,MS&E,Wuhan University,2013,China Three Gorges University,https://jg.ctgu.edu.cn/info/1174/1291.htm,,,,
A4291,MS&E,Wuhan University,2012,China Three Gorges University,https://jg.ctgu.edu.cn/info/1174/1295.htm,,,,
A4292,MS&E,Wuhan University,2011,China Three Gorges University,https://jg.ctgu.edu.cn/info/1177/1337.htm,,,,
A4293,MS&E,Wuhan University,,University of Jinan,http://sxy.ujn.edu.cn/info/1154/3307.htm,,,,
A4294,MS&E,Wuhan University,2019,Southwestern University of Finance and Economics,https://spa.swufe.edu.cn/info/1159/1933.htm,,,,
A4295,MS&E,Wuhan University,2019,Nanjing University Of Finance  and  Economics,http://gggl.nufe.edu.cn/info/1013/2412.htm,,,,
A4296,MS&E,Wuhan University,2019,Shanxi University of Finance and Economics,http://glkx.sxufe.edu.cn/info/1180/4990.htm,,,,
A4297,MS&E,Wuhan University,2014,Central China Normal University,http://econ.ccnu.edu.cn/info/1014/10757.htm,,,,
A4298,MS&E,Wuhan University,2018,Central China Normal University,http://econ.ccnu.edu.cn/info/1011/12060.htm,,,,
A4299,MS&E,Wuhan University,2016,Central China Normal University,http://econ.ccnu.edu.cn/info/1011/9317.htm,,,,
A4300,MS&E,Wuhan University,2011,Central China Normal University,http://econ.ccnu.edu.cn/info/1011/7088.htm,,,,
A4301,MS&E,Wuhan University,2009,Central China Normal University,http://econ.ccnu.edu.cn/info/1011/7078.htm,,,,
A4302,MS&E,Wuhan University,2018,Central China Normal University,http://econ.ccnu.edu.cn/info/1012/10767.htm,,,,
A4303,MS&E,Wuhan University,2008,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6274.htm,,,,
A4304,MS&E,Wuhan University,2007,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6271.htm,,,,
A4305,MS&E,Wuhan University,2012,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1157/6258.htm,,,,
A4306,MS&E,Wuhan University,2010,Fuzhou University,https://jgxy.fzu.edu.cn/info/1048/15599.htm,,,,
A4307,MS&E,Wuhan University,2012,China University of Petroleum(East China),http://sem.upc.edu.cn/_upload/article/files/eb/d5/47efb11e45d3b93374c763fa4b4a/a564d984-94bc-4033-bc08-fac298d05ff2.pdf,,,,
A4308,MS&E,Wuhan University,1969,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/1225/c1007a58115/page.htm,,,,
A4309,MS&E,Wuhan University,2010,Renmin University of China,http://spap.ruc.edu.cn/dis.php?cid=22&teaid=129,,,,
A4310,MS&E,Wuhan University,2010,Central University of Finance and Economics,http://mse.cufe.edu.cn//info/1018/3635.htm,,,,
A4311,MS&E,Wuhan University,2017,Jinan University,https://ms.jnu.edu.cn/2019/0923/c13310a418817/page.htm,,,,
A4312,MS&E,Wuhan University,2019,Jinan University,https://ms.jnu.edu.cn/2020/1215/c13310a569875/page.htm,,,,
A4313,MS&E,Wuhan University,2007,Shanghai Maritime University,https://sem.shmtu.edu.cn/2020/1126/c5333a35255/page.htm,,,,
A4314,MS&E,Wuhan University,2006,Hunan University Of Technology and Business,https://ggx.hutb.edu.cn/column/yxtd/content/1525770383790727.shtml,,,,
A4315,MS&E,Wuhan University,2000,Guangdong University of Technology,https://glxy.gdut.edu.cn/info/1190/14928.htm,,,,
A4316,MS&E,Wuhan University,2017,Zhejiang University,https://person.zju.edu.cn/0617574,,,,
A4317,MS&E,Wuhan University,2004,Wuhan University,http://ems.whu.edu.cn/info/1718/10656.htm,,,,
A4318,MS&E,Wuhan University,2001,Wuhan University,http://ems.whu.edu.cn/info/1720/10889.htm,,,,
A4319,MS&E,Wuhan University,2001,Wuhan University,http://ems.whu.edu.cn/info/1718/10652.htm,,,,
A4320,MS&E,Wuhan University,2003,Wuhan University,http://ems.whu.edu.cn/info/1720/10892.htm,,,,
A4321,MS&E,Wuhan University,2007,Wuhan University,http://ems.whu.edu.cn/info/1720/10894.htm,,,,
A4322,MS&E,Wuhan University,,Central South University,http://bsoa.csu.edu.cn/blog/content2?name=%E5%BE%90%E6%99%A8,,,,
A4323,MS&E,Wuhan University,,Fuzhou University,https://jgxy.fzu.edu.cn/info/1033/15487.htm,,,,
A4324,MS&E,Wuhan University,,Fuzhou University,https://jgxy.fzu.edu.cn/info/1032/16079.htm,,,,
A4325,MS&E,Wuhan University,2007,Hangzhou Dianzi University,http://management.hdu.edu.cn/2017/0913/c1008a35378/page.htm,,,,
A4326,BA,Wuhan University,2002,Yunnan University of Finance and Economics,https://www.ynufe.edu.cn/pub/sxy/szdw/gsgl/4a314726439d4779ac1e2b99ac824d8f.htm,,,,
A4327,BA,Wuhan University,2018,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9774.htm,,,,
A4328,BA,Wuhan University,2020,Henan University of Technology,https://glxy.haut.edu.cn/info/1095/3531.htm,,,,
A4329,BA,Wuhan University,2010,Central China Normal University,http://econ.ccnu.edu.cn/info/1012/9316.htm,,,,
A4330,BA,Wuhan University,2006,Central China Normal University,http://econ.ccnu.edu.cn/info/1012/6937.htm,,,,
A4331,BA,Wuhan University,1997,Central China Normal University,http://econ.ccnu.edu.cn/info/1012/6941.htm,,,,
A4332,BA,Wuhan University,2013,Guangxi Normal University,http://www.em.gxnu.edu.cn/2020/0605/c8278a179926/page.htm,,,,
A4333,BA,Wuhan University,2018,Guangxi Normal University,http://www.em.gxnu.edu.cn/2020/0608/c8278a179925/page.htm,,,,
A4334,BA,Wuhan University,2018,Guangxi Normal University,http://www.em.gxnu.edu.cn/2022/0303/c8277a231426/page.htm,,,,
A4335,BA,Wuhan University,2013,Beijing University of Technology,https://www.bjut.edu.cn/jjyglxy/info/1119/1097.htm,,,,
A4336,BA,Wuhan University,2009,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/4497.htm,,,,
A4337,BA,Wuhan University,2010,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6246.htm,,,,
A4338,BA,Wuhan University,2009,China University of Geosciences Wuhan,https://jgxy.cug.edu.cn/info/1155/6230.htm,,,,
A4339,BA,Wuhan University,2003,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/WuJintao,,,,
A4340,BA,Wuhan University,1997,Renmin University of China,http://spap.ruc.edu.cn/dis.php?cid=22&teaid=95,,,,
A4341,BA,Wuhan University,,Chongqing University,http://faculty.cqu.edu.cn/XiaolingLi/zh_CN/index.htm,,,,
A4342,BA,Wuhan University,2008,Wuhan University,http://ems.whu.edu.cn/info/1695/10972.htm,,,,
A4343,BA,Wuhan University,2010,Wuhan University,http://ems.whu.edu.cn/info/1744/10381.htm,,,,
A4344,BA,Wuhan University,,Wuhan University,http://ems.whu.edu.cn/info/1726/10818.htm,,,,
A4345,BA,Wuhan University,1999,Wuhan University,http://ems.whu.edu.cn/info/1684/11133.htm,,,,
A4346,BA,Wuhan University,2005,Wuhan University,http://ems.whu.edu.cn/info/1682/11120.htm,,,,
A4347,BA,Wuhan University,2000,Wuhan University,http://ems.whu.edu.cn/info/1750/10127.htm,,,,
A4348,BA,Wuhan University,2002,Wuhan University,http://ems.whu.edu.cn/info/1680/19478.htm,,,,
A4349,BA,Wuhan University,2008,Wuhan University,http://ems.whu.edu.cn/info/1734/10782.htm,,,,
A4350,BA,Wuhan University,2004,Wuhan University,http://ems.whu.edu.cn/info/1695/10973.htm,,,,
A4351,BA,Wuhan University,2008,Wuhan University,http://ems.whu.edu.cn/info/1752/10130.htm,,,,
A4352,BA,Wuhan University,2006,Wuhan University,http://ems.whu.edu.cn/info/1688/19431.htm,,,,
A4353,BA,Wuhan University,2009,Wuhan University,http://ems.whu.edu.cn/info/1736/10832.htm,,,,
A4354,BA,Wuhan University,1999,Wuhan University,http://ems.whu.edu.cn/info/1758/10102.htm,,,,
A4355,BA,Wuhan University,2004,Wuhan University,http://ems.whu.edu.cn/info/1760/10105.htm,,,,
A4356,BA,Wuhan University,2012,Wuhan University,http://ems.whu.edu.cn/info/1708/10942.htm,,,,
A4357,BA,Wuhan University,2006,Wuhan University,http://ems.whu.edu.cn/info/1762/10108.htm,,,,
A4358,BA,Wuhan University,2008,Wuhan University,http://ems.whu.edu.cn/info/1712/18686.htm,,,,
A4359,BA,Wuhan University,2008,Wuhan University,http://ems.whu.edu.cn/info/1736/10833.htm,,,,
A4360,BA,Wuhan University,2008,Wuhan University,http://ems.whu.edu.cn/info/1744/10378.htm,,,,
A4361,BA,Wuhan University,2004,Wuhan University,http://ems.whu.edu.cn/info/1694/10959.htm,,,,
A4362,BA,Wuhan University,1996,Wuhan University,http://ems.whu.edu.cn/info/1694/10960.htm,,,,
A4363,BA,Wuhan University,2002,Wuhan University,http://ems.whu.edu.cn/info/1752/10132.htm,,,,
A4364,BA,Wuhan University,2002,Wuhan University,http://ems.whu.edu.cn/info/1700/11014.htm,,,,
A4365,BA,Wuhan University,2009,Wuhan University,http://ems.whu.edu.cn/info/1682/11117.htm,,,,
A4366,BA,Wuhan University,2007,Wuhan University,http://ems.whu.edu.cn/info/1695/10975.htm,,,,
A4367,BA,Wuhan University,2009,Wuhan University,http://ems.whu.edu.cn/info/1730/10844.htm,,,,
A4368,BA,Wuhan University,2020,Zhejiang University of Technology,http://www.som.zjut.edu.cn/jsp/teacher.jsp?wcId=137&teacherId=06086,,,,
A4369,BA,Wuhan University,2011,Zhongnan University of Economics and Law,http://gsxy.zuel.edu.cn/2013/0508/c5295a154364/page.htm,,,,
A4370,BA,Wuhan University,2012,Zhongnan University of Economics and Law,http://gsxy.zuel.edu.cn/2013/0508/c5297a154376/page.htm,,,,
A4371,BA,Wuhan University,2011,Zhongnan University of Economics and Law,http://gsxy.zuel.edu.cn/2013/0508/c5305a154396/page.htm,,,,
A4372,BA,Wuhan University,2009,Zhongnan University of Economics and Law,http://gsxy.zuel.edu.cn/2013/0508/c5306a154408/page.htm,,,,
A4373,BA,Wuhan University,2014,Zhongnan University of Economics and Law,http://gsxy.zuel.edu.cn/2013/0508/c5314a154465/page.htm,,,,
A4374,BA,Wuhan University,2021,Huazhong University of Science and Technology,http://cm.hust.edu.cn/info/1758/30957.htm,,,,
A4375,BA,Wuhan University,,Soochow University,http://pac.suda.edu.cn/_s129/53/4e/c4993a480078/page.psp,,,,
A4376,BA,Wuhan University,2004,Soochow University,http://pac.suda.edu.cn/_s129/4d/01/c4993a478465/page.psp,,,,
A4377,BA,Wuhan University,2004,East China Normal University,https://faculty.ecnu.edu.cn/_s35/dyf2/main.psp,,,,
A4378,BA,Wuhan University,2005,East China Normal University,https://faculty.ecnu.edu.cn/_s35/hjc2/main.psp,,,,
A4379,BA,Wuhan University,2021,East China Normal University,https://faculty.ecnu.edu.cn/_s35/hgx2/main.psp,,,,
A4380,BA,Wuhan University,2016,East China Normal University,https://faculty.ecnu.edu.cn/_s35/lw2_10081/main.psp,,,,
A4381,BA,Wuhan University,2004,Henan University of Economics and Law,http://gs.huel.edu.cn/info/1006/1190.htm,,,,
A4382,BA,Wuhan University,2010,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1072/1248.htm,,,,
A4383,BA,Wuhan University,2011,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1069/1234.htm,,,,
A4384,BA,Wuhan University,2021,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1070/5227.htm,,,,
A4385,BA,Wuhan University,,Anhui University,http://man.ahu.edu.cn/2020/1215/c14375a251605/page.htm,,,,
A4386,BA,Wuhan University,2013,Anhui University,http://man.ahu.edu.cn/2021/0507/c14379a258733/page.htm,,,,
A4387,BA,Wuhan University,2006,Anhui University,http://jjxy.ahu.edu.cn/2017/1214/c9978a76458/page.htm,,,,
A4388,BA,Wuhan University,,Anhui University,http://jjxy.ahu.edu.cn/2020/0710/c9978a241514/page.htm,,,,
A4389,BA,Wuhan University,,Xiangtan University,http://business.xtu.edu.cn/index.jsp?cc=cshizidw&cd=teacher&ac=view&id=100069,,,,
A4390,BA,Wuhan University,2021,Zhejiang Normal University,http://sxy.zjnu.edu.cn/2021/0910/c6489a367713/page.htm,,,,
A4391,BA,Wuhan University,2020,Zhejiang Normal University,http://sxy.zjnu.edu.cn/2021/0914/c6489a367973/page.htm,,,,
A4392,BA,Wuhan University,2005,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1317/4263.htm,,,,
A4393,BA,Wuhan University,2015,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1317/4272.htm,,,,
A4394,BA,Wuhan University,2020,Zhengzhou University,http://www5.zzu.edu.cn/sxy/info/1317/6258.htm,,,,
A4395,BA,Wuhan University,2010,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1217.htm,,,,
A4396,BA,Wuhan University,2008,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1209.htm,,,,
A4397,BA,Wuhan University,1986,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1207.htm,,,,
A4398,BA,Wuhan University,1988,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1206.htm,,,,
A4399,BA,Wuhan University,2018,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1198.htm,,,,
A4400,BA,Wuhan University,2019,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1197.htm,,,,
A4401,BA,Wuhan University,2005,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1183.htm,,,,
A4402,BA,Wuhan University,2004,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1180.htm,,,,
A4403,BA,Wuhan University,2012,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1339.htm,,,,
A4404,BA,Wuhan University,2013,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1338.htm,,,,
A4405,BA,Wuhan University,2005,South-Central Minzu University,https://www.scuec.edu.cn/som/info/1023/1332.htm,,,,
A4406,BA,Wuhan University,2011,Huaqiao University,https://ggxy.hqu.edu.cn/info/1162/3884.htm,,,,
A4407,BA,Wuhan University,2017,Hunan University,2022-5-189 from李爽,,,,
A4408,BA,Wuhan University,2017,Xiangtan University,2022-5-190 from李爽,,,,
A4409,MS&E,Wuhan University,2017,Zhengzhou University,2022-5-191 from李爽,,,,
A4410,MS&E,Wuhan University,2017,South-Central Minzu University,2022-5-192 from李爽,,,,
A4411,MS&E,Wuhan University,2017,Wuhan Textile University,2022-5-193 from李爽,,,,
A4412,BA,Wuhan University of Science and Technology,2009,Guangxi Normal University,http://www.em.gxnu.edu.cn/2020/0912/c8277a233759/page.htm,,,,
A4413,MS&E,Wuhan University of Technology,2001,Wuhan University,http://ems.whu.edu.cn/info/1718/10653.htm,,,,
A4414,MS&E,Wuhan University of Technology,2018,Wuhan Textile University,https://em.wtu.edu.cn/info/1152/3037.htm,,,,
A4415,MS&E,Wuhan University of Technology,2012,Wuhan Textile University,https://em.wtu.edu.cn/info/1013/3066.htm,,,,
A4416,MS&E,Wuhan University of Technology,2021,Suzhou University of Science and Technology,http://skbs.usts.edu.cn/info/1112/3706.htm,,,,
A4417,MS&E,Wuhan University of Technology,2010,Guangzhou University,http://bas.gzhu.edu.cn/info/4404/3408.htm,,,,
