Name,Subject,PS,Year,WS,URL,,,,
A1415,MS&E,Jiangsu University,,Suzhou University of Science and Technology,http://skbs.usts.edu.cn/info/1112/3455.htm,,,,
A1416,MS&E,Jiangsu University,2016,Jiangsu University,https://manager.ujs.edu.cn/info/1353/7795.htm,,,,
A1417,MS&E,Jiangsu University,2006,Jiangsu University,https://manager.ujs.edu.cn/info/1353/10416.htm,,,,
A1418,MS&E,Jiangsu University,2011,Jiangsu University,https://manager.ujs.edu.cn/info/1356/7818.htm,,,,
A1419,MS&E,Jiangsu University,2013,Jiangsu University,https://manager.ujs.edu.cn/info/1361/11567.htm,,,,
A1420,MS&E,Jiangsu University,2008,Jiangsu University,https://manager.ujs.edu.cn/info/1362/7772.htm,,,,
A1421,MS&E,Jiangsu University,2017,Jiangsu University,https://manager.ujs.edu.cn/info/1362/7775.htm,,,,
A1422,MS&E,Jiangsu University,2013,Jiangsu University,https://manager.ujs.edu.cn/info/1369/7784.htm,,,,
A1423,MS&E,Jiangsu University,2013,Jiangsu University,https://manager.ujs.edu.cn/info/1374/7800.htm,,,,
A1424,BA,Jiangsu University,2016,Jiangsu University of Science and Technology,http://mypage.just.edu.cn/jjgl/gjw/list.htm,,,,
A1425,BA,Jiangsu University,2018,Jiangsu University of Science and Technology,http://mypage.just.edu.cn/jjgl/dyj/list.htm,,,,
A1426,BA,Jiangsu University,2009,Henan University of Economics and Law,http://gs.huel.edu.cn/info/1007/1204.htm,,,,
A1427,BA,Jiangsu University of Science and Technology,2017,Jiangsu University of Science and Technology,http://mypage.just.edu.cn/jjgl/wzy/list.htm,,,,
A1428,BA,Jiangsu University of Science and Technology,2017,Jiangsu University of Science and Technology,http://mypage.just.edu.cn/jjgl/yj/list.htm,,,,
A1429,BA,Jiangxi Agricultural University,2011,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/3c/10/c9162a80912/page.htm,,,,
A1430,BA,Jiangxi Agricultural University,2004,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/65/67/c9668a91495/page.htm,,,,
A1431,MS&E,Jiangxi University of Finance and Economics,2011,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-6604.html,,,,
A1432,MS&E,Jiangxi University of Finance and Economics,2009,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-206.html,,,,
A1433,MS&E,Jiangxi University of Finance and Economics,2012,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-6593.html,,,,
A1434,MS&E,Jiangxi University of Finance and Economics,2004,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-6568.html,,,,
A1435,MS&E,Jiangxi University of Finance and Economics,2021,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-8694.html,,,,
A1436,MS&E,Jiangxi University of Finance and Economics,,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-171.html,,,,
A1437,MS&E,Jiangxi University of Finance and Economics,2013,Jiangxi University of Finance and Economics,http://business.jxufe.edu.cn/news-show-180.html,,,,
A1438,MS&E,Jiangxi University of Finance and Economics,2004,Hunan University,http://grjl.hnu.edu.cn/p/975E1F42F7329666BD998AB1A9F7E721,,,,
A1439,BA,Jiangxi University of Finance and Economics,2011,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/3d/66/c9162a81254/page.htm,,,,
A1440,BA,Jiangxi University of Finance and Economics,2016,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/3b/b0/c9114a80816/page.htm,,,,
A1441,BA,Jiangxi University of Finance and Economics,2020,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/3b/b1/c9114a80817/page.htm,,,,
A1442,BA,Jiangxi University of Finance and Economics,2011,Jiangxi Agricultural University,http://jingmao.jxau.edu.cn/3b/fd/c9163a80893/page.htm,,,,
A1443,BA,Jiangxi University of Finance and Economics,2012,Henan Normal University,https://www.htu.edu.cn/sxy/2014/1110/c303a17894/page.htm,,,,
A1444,BA,Jiangxi University of Finance and Economics,2010,Guangxi Normal University,http://www.em.gxnu.edu.cn/2020/0912/c8277a184701/page.htm,,,,
A1445,BA,Jiangxi University of Finance and Economics,2014,Anhui University of Technology,https://sxy.ahut.edu.cn/info/1728/3761.htm,,,,
A1446,BA,Jiangxi University of Finance and Economics,2009,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1070/1162.htm,,,,
A1447,MS&E,Jilin University,2012,Jilin University,https://gl.jlu.edu.cn/info/1023/2512.htm,,,,
A1448,MS&E,Jilin University,2010,Jilin University,https://gl.jlu.edu.cn/info/1023/2521.htm,,,,
A1449,MS&E,Jilin University,2017,Jilin University,https://gl.jlu.edu.cn/info/1023/2523.htm,,,,
A1450,MS&E,Jilin University,2016,Jilin University,https://gl.jlu.edu.cn/info/1023/2526.htm,,,,
A1451,MS&E,Jilin University,2014,Jilin University,https://gl.jlu.edu.cn/info/1023/2520.htm,,,,
A1452,MS&E,Jilin University,2014,Jilin University,https://gl.jlu.edu.cn/info/1023/2511.htm,,,,
A1453,MS&E,Jilin University,2009,Jilin University,https://gl.jlu.edu.cn/info/1023/2522.htm,,,,
A1454,MS&E,Jilin University,2005,Jilin University,https://gl.jlu.edu.cn/info/1023/2515.htm,,,,
A1455,MS&E,Jilin University,2010,Jilin University,https://gl.jlu.edu.cn/info/1023/2514.htm,,,,
A1456,MS&E,Jilin University,2001,Jilin University,https://biz.jlu.edu.cn/info/1050/3499.htm,,,,
A1457,MS&E,Jilin University,2007,Jilin University,https://biz.jlu.edu.cn/info/1050/3505.htm,,,,
A1458,MS&E,Jilin University,2003,Jilin University,https://biz.jlu.edu.cn/info/1050/3503.htm,,,,
A1459,MS&E,Jilin University,2002,Jilin University,https://biz.jlu.edu.cn/info/1050/3501.htm,,,,
A1460,MS&E,Jilin University,2007,Jilin University,https://biz.jlu.edu.cn/info/1050/4205.htm,,,,
A1461,MS&E,Jilin University,2002,Jilin University,https://biz.jlu.edu.cn/info/1050/3495.htm,,,,
A1462,MS&E,Jilin University,2009,Jilin University,https://biz.jlu.edu.cn/info/1049/3487.htm,,,,
A1463,MS&E,Jilin University,2009,Jilin University,https://biz.jlu.edu.cn/info/1049/3464.htm,,,,
A1464,MS&E,Jilin University,2015,Jilin University,https://biz.jlu.edu.cn/info/1049/21571.htm,,,,
A1465,MS&E,Jilin University,2007,Jilin University,https://biz.jlu.edu.cn/info/1049/3470.htm,,,,
A1466,MS&E,Jilin University,2003,Jilin University,https://biz.jlu.edu.cn/info/1049/3479.htm,,,,
A1467,MS&E,Jilin University,,Jilin University,https://biz.jlu.edu.cn/info/1045/3158.htm,,,,
A1468,MS&E,Jilin University,2007,Jilin University,https://biz.jlu.edu.cn/info/1045/3154.htm,,,,
A1469,MS&E,Jilin University,,Jilin University,https://biz.jlu.edu.cn/info/1045/3168.htm,,,,
A1470,MS&E,Jilin University,2003,Jilin University,https://biz.jlu.edu.cn/info/1045/3160.htm,,,,
A1471,MS&E,Jilin University,2011,Jilin University,https://biz.jlu.edu.cn/info/1045/3155.htm,,,,
A1472,MS&E,Jilin University,2006,Jilin University,https://biz.jlu.edu.cn/info/1052/3533.htm,,,,
A1473,MS&E,Jilin University,2005,Jilin University,https://biz.jlu.edu.cn/info/1052/3534.htm,,,,
A1474,MS&E,Jilin University,2006,Jilin University,https://biz.jlu.edu.cn/info/1052/3535.htm,,,,
A1475,MS&E,Jilin University,2009,Xiamen University,http://stats.xmu.edu.cn/info/1026/1010.htm,,,,
A1476,MS&E,Jilin University,2005,Suzhou University of Science and Technology,http://skbs.usts.edu.cn/info/1112/3445.htm,,,,
A1477,MS&E,Jilin University,2011,Suzhou University of Science and Technology,http://skbs.usts.edu.cn/info/1112/3454.htm,,,,
A1478,MS&E,Jilin University,2017,Guangzhou University,http://bas.gzhu.edu.cn/info/4653/3666.htm,,,,
A1479,MS&E,Jilin University,2006,University of International Business and Economics,http://schpa.uibe.edu.cn/szdw/xxjs/xzglx/22367.htm,,,,
A1480,MS&E,Jilin University,,University of International Business and Economics,http://schpa.uibe.edu.cn/szdw/xxjs/xzglx/22363.htm,,,,
A1481,MS&E,Jilin University,2014,University of International Business and Economics,http://schpa.uibe.edu.cn/szdw/xxjs/xzglx/22357.htm,,,,
A1482,MS&E,Jilin University,2018,University of Jinan,http://sxy.ujn.edu.cn/info/1154/3263.htm,,,,
A1483,MS&E,Jilin University,2018,Harbin University of Science and Technology,http://sem.hrbust.edu.cn/info/1042/1074.htm,,,,
A1484,MS&E,Jilin University,2007,Fuzhou University,https://jgxy.fzu.edu.cn/info/1058/15631.htm,,,,
A1485,MS&E,Jilin University,2005,Renmin University of China,http://spap.ruc.edu.cn/dis.php?cid=22&teaid=63,,,,
A1486,MS&E,Jilin University,2015,Beijing Jiaotong University,http://sem.bjtu.edu.cn/show-594-259.html,,,,
A1487,BA,Jilin University,2017,Shantou University,http://biz.stu.edu.cn/info/1315/15437.htm,,,,
A1488,BA,Jilin University,2007,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1213.htm,,,,
A1489,BA,Jilin University,2009,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1197.htm,,,,
A1490,BA,Jilin University,2008,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1187.htm,,,,
A1491,BA,Jilin University,2010,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1184.htm,,,,
A1492,BA,Jilin University,2015,JiLin University of Finance and Economics,http://newgxxy.jlufe.edu.cn/info/1106/1455.htm,,,,
A1493,BA,Jilin University,2015,JiLin University of Finance and Economics,http://newgxxy.jlufe.edu.cn/info/1106/1522.htm,,,,
A1494,BA,Jilin University,2011,JiLin University of Finance and Economics,http://newgxxy.jlufe.edu.cn/info/1106/1439.htm,,,,
A1495,BA,Jilin University,2013,JiLin University of Finance and Economics,http://newgxxy.jlufe.edu.cn/info/1106/1441.htm,,,,
A1496,BA,Jilin University,2009,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1210.htm,,,,
A1497,BA,Jilin University,,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1207.htm,,,,
A1498,BA,Jilin University,2012,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1206.htm,,,,
A1499,BA,Jilin University,2017,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1205.htm,,,,
A1500,BA,Jilin University,2010,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1204.htm,,,,
A1501,BA,Jilin University,2011,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1203.htm,,,,
A1502,BA,Jilin University,2011,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1202.htm,,,,
A1503,BA,Jilin University,2011,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1199.htm,,,,
A1504,BA,Jilin University,,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1192.htm,,,,
A1505,BA,Jilin University,2019,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1190.htm,,,,
A1506,BA,Jilin University,2017,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1189.htm,,,,
A1507,BA,Jilin University,,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1178.htm,,,,
A1508,BA,Jilin University,2017,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1177.htm,,,,
A1509,BA,Jilin University,2017,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1176.htm,,,,
A1510,BA,Jilin University,2021,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1708.htm,,,,
A1511,BA,Jilin University,2021,JiLin University of Finance and Economics,http://gsgl.jlufe.edu.cn/info/1062/1706.htm,,,,
A1512,BA,Jilin University,2008,Beijing University of Chemical Technology,https://sem.buct.edu.cn/2021/0913/c10400a156857/page.htm,,,,
A1513,BA,Jilin University,2009,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2009900117,,,,
A1514,BA,Jilin University,2010,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2010900133,,,,
A1515,BA,Jilin University,2011,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2012900399,,,,
A1516,BA,Jilin University,2017,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=1003900106,,,,
A1517,BA,Jilin University,2016,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=1003900036,,,,
A1518,BA,Jilin University,2012,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2012900255,,,,
A1519,BA,Jilin University,2011,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2011900822,,,,
A1520,BA,Jilin University,2011,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2011900855,,,,
A1521,BA,Jilin University,2007,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2005900051,,,,
A1522,BA,Jilin University,2007,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2007900117,,,,
A1523,BA,Jilin University,2010,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2010900075,,,,
A1524,BA,Jilin University,2010,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2011900002,,,,
A1525,BA,Jilin University,2010,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2011901229,,,,
A1526,BA,Jilin University,2007,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2003900128,,,,
A1527,BA,Jilin University,2007,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2007900113,,,,
A1528,BA,Jilin University,2004,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=1998900110,,,,
A1529,BA,Jilin University,2008,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2002900030,,,,
A1530,BA,Jilin University,2007,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2000900006,,,,
A1531,BA,Jilin University,2001,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=1000901260,,,,
A1532,BA,Jilin University,2005,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2002900028,,,,
A1533,BA,Jilin University,2003,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=1000900557,,,,
A1534,BA,Jilin University,2009,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=1995900013,,,,
A1535,BA,Jilin University,2007,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=2002900031,,,,
A1536,BA,Jilin University,2009,Northeast Normal University,http://js.nenu.edu.cn/teacher/index.php?zgh=1996900029,,,,
A1537,BA,Jilin University,2020,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9780.htm,,,,
A1538,BA,Jilin University,2020,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9719.htm,,,,
A1539,BA,Jilin University,2014,Anhui Normal University,https://jgxy.ahnu.edu.cn/info/1174/9772.htm,,,,
A1540,BA,Jilin University,2003,Sun Yat-sen University,http://bus.sysu.edu.cn/teacher/WangKeming,,,,
A1541,BA,Jilin University,2009,Dalian University of Technology,http://faculty.dlut.edu.cn/chenzhen/zh_CN/index.htm,,,,
A1542,BA,Jilin University,2008,Dalian University of Technology,http://faculty.dlut.edu.cn/2008011133/zh_CN/index.htm,,,,
A1543,BA,Jilin University,2007,Jilin University,https://biz.jlu.edu.cn/info/1048/3474.htm,,,,
A1544,BA,Jilin University,2002,Jilin University,https://biz.jlu.edu.cn/info/1047/3482.htm,,,,
A1545,BA,Jilin University,2010,Jilin University,https://biz.jlu.edu.cn/info/1047/3486.htm,,,,
A1546,BA,Jilin University,2000,Nanjing University of Posts and Telecommunications,https://yjs.njupt.edu.cn/dsgl/nocontrol/college/dsfcxq.htm?dsJbxxId=9B9D05C52AA52DCFE050007F01006EFE,,,,
A1547,BA,Jilin University,2020,Nanjing Normal University,http://sxy.njnu.edu.cn/info/1219/3857.htm,,,,
A1548,BA,Jilin University,1998,Liaoning University,http://coba.lnu.edu.cn/info/1103/1987.htm,,,,
A1549,BA,Jilin University,2021,Hainan University,https://hd.hainanu.edu.cn/guanli/info/1071/5313.htm,,,,
A1550,BA,Jilin University,1999,University of Science and Technology Beijing,https://sem.ustb.edu.cn/szll/szdw/szm/qb/hryh/index.htm,,,,
A1551,BA,Jilin University,2009,Kunming University of Science and Technology,https://mef.kmust.edu.cn/info/1297/1709.htm,,,,
A1552,BA,Jilin University,2019,Qingdao University of Technology,http://glxy.qut.edu.cn/info/1010/4087.htm,,,,
